sg_data_point,time,pressure,depth,temperature,conductivity,salinity,sigma_theta,density,latitude,longitude,buoyancy,speed,glide_angle,horz_speed,vert_speed,polar_heading
13,2023-05-12 19:15:35.835000064,8.253577944408143,8.184376632303048,10.289160253109568,3.2007849077274093,28.604722977741524,21.92268731887293,1021.9225451164092,47.715397203593604,-122.39876496736231,-173.78575863901617,38.186549360334176,-38.14958430920358,30.029930624143393,-23.58846791884486,1.5917402778188283
14,2023-05-12 19:15:44.196999936,9.360765229633628,9.282255862162714,10.263679400010034,3.2046272733843826,28.667213930908336,21.975440885891544,1021.9752798828265,47.715424261334185,-122.39876556773008,-220.69650565925755,39.66513776304186,-28.28507296987704,34.929153468163186,-18.79567481519601,1.7069320084504545
15,2023-05-12 19:15:49.819000064,10.095534973465083,10.010845183854249,10.184971278597072,3.202182310994959,28.701840109476663,22.01495895399978,1022.0147870133541,47.715451199204665,-122.39876711875262,-218.5526961834917,39.9708685370273,-26.0353319366682,35.91476669751159,-17.544225963764585,1.651081472386636
16,2023-05-12 19:15:54.819000064,10.900762089992709,10.809296249892672,10.073196270222072,3.205927920109111,28.825560521130697,22.12907236838248,1022.1288889254979,47.71547200904489,-122.39876583589368,-212.55419443736122,39.7245085485056,-25.356115204071312,35.897590970625394,-17.011747174407706,1.5114551322270897
17,2023-05-12 19:15:59.234999808,11.47448641051864,11.37819073000254,10.018571968448603,3.2064783609878376,28.874183187882544,22.175590177449976,1022.1753982751885,47.715490344790155,-122.398762144225,-209.9901546442683,39.30977147705439,-25.07181541401273,35.60590099131723,-16.657669350024747,1.4259339988793671
18,2023-05-12 19:16:04.818000128,12.319974882872646,12.216558654372298,9.97597293188951,3.2062294886689786,28.907602443863436,22.208353155243003,1022.2081481330705,47.7155094868842,-122.39875652672505,-208.34788373232243,38.74516709588589,-24.831930483091657,35.16292766408686,-16.271339569264526,1.3753194505715318
19,2023-05-12 19:16:09.819000064,13.14533267731346,13.034962118172304,9.933505087946827,3.2066802843218745,28.946350673687608,22.24523670137637,1022.2450189934578,47.715529450046795,-122.3987496615552,-206.5381069892193,38.2709854684873,-24.63653143330153,34.78719703415441,-15.953659493548324,1.3386675362796505
20,2023-05-12 19:16:14.816999936,13.950559793841084,13.83340136144788,9.881046467887323,3.206730160532935,28.987645116355303,22.28565522427391,1022.2854255988689,47.71554798270808,-122.3987422688369,-204.56646532016026,37.79438861978339,-24.452925298292985,34.40429542557389,-15.644815991664693,1.2915436464758039
21,2023-05-12 19:16:19.236999936,14.614872164976372,14.49211138736618,9.848973860216429,3.20703078306661,29.01787605651607,22.31424633063898,1022.3140066405576,47.7155651066456,-122.39873441889615,-203.0965654621741,37.33817918288258,-24.299076562480664,34.03038648772491,-15.364648391327272,1.2444197566719568
22,2023-05-12 19:16:24.818000128,15.54088334898314,15.410309697091735,9.7742730505475,3.2071817631463513,29.079696908091773,22.374102438043565,1022.3738497812398,47.71558278291973,-122.39872492797352,-199.78204285980067,36.687083382804445,-24.106149512265628,33.48761554128344,-14.984047934254557,1.1833332328521553
23,2023-05-12 19:16:29.818000128,16.446763855076718,16.308543179857924,9.518141548181031,3.2027405153027932,29.21821442915395,22.52167038909556,1022.5214115915361,47.715600847155386,-122.39871355835947,-192.46830759399126,36.01975562930297,-23.893514560353182,32.93285566599296,-14.589373299685578,1.0978120995044334
24,2023-05-12 19:16:34.819000064,17.29225232743072,17.146890866536683,9.468497689344735,3.2028913428803856,29.27464162473403,22.573313091214573,1022.5730424764472,47.715617345858405,-122.39870188482854,-189.4792331906893,35.34702724323513,-23.64441149897119,32.37971970174203,-14.176250807975483,1.0786134777324956
25,2023-05-12 19:16:39.916000000,18.167936816654514,18.01517591457932,9.3369296179816,3.199501750057521,29.3337201518901,22.639434738797263,1022.6391553264976,47.71563372383904,-122.39869010149118,-186.28401924380526,34.67145592847361,-23.3322851908549,31.836140496154044,-13.732079759061568,1.08035880698449
26,2023-05-12 19:16:45.329999872,19.254993423966802,19.09304187380789,9.215920430828366,3.1953195695591847,29.394050754432254,22.70480308827996,1022.7045116498907,47.715650554475864,-122.39867805324529,-184.51269566372864,33.9690964948223,-22.916094033005763,31.28812178863747,-13.226978173942006,1.0821041362364843
27,2023-05-12 19:16:53.382999808,20.42257274293186,20.25074342067302,9.166019367234297,3.1947239617106673,29.43748893493789,22.746236924442314,1022.7459296685274,47.71567190012542,-122.39866343246402,-182.58371744329298,32.93620976906526,-22.156304383493147,30.504149619400415,-12.421383576280999,1.1152653920243765
28,2023-05-12 19:17:04.000000000,21.92230824746456,21.737781470616273,9.072318177781742,3.191841431502807,29.48603840053907,22.798174933732298,1022.7978491852343,47.71570087658039,-122.398643865851,-180.54841890640847,31.538376236478953,-20.954687490471056,29.452540015440697,-11.279054139091844,1.101302758008422
29,2023-05-12 19:17:14.000000000,23.25093298973514,23.055148418333214,9.043386724019694,3.1909967565167032,29.507174376149816,22.81901363540419,1022.8186693893302,47.71573253168093,-122.3986238092237,-179.98894801960574,30.587487409807558,-20.06926482133339,28.730168264158127,-10.49627636632616,1.1746065865921838
30,2023-05-12 19:17:24.000000000,24.468839003483172,24.26272732409413,9.013912470378383,3.190103142902929,29.525183332740482,22.837479990460793,1022.8371190874499,47.71576334195269,-122.39860632831318,-179.66739035849756,30.243949746559064,-19.73465734226874,28.467615780931812,-10.212313548928678,1.1955505376161157
31,2023-05-12 19:17:34.000000000,25.525699593925673,25.310620589752432,9.009465365900684,3.1898558199038742,29.529876954286472,22.841823716774115,1022.8414473984736,47.71579441325236,-122.39859040878304,-180.02868668083548,30.23303036185713,-19.69933806936542,28.46362530423527,-10.191082346889006,1.258382390687912
32,2023-05-12 19:17:44.000000000,26.814062980369876,26.588045110171745,9.003674459760788,3.189558204089925,29.533172740587325,22.84527672847537,1022.8448816893724,47.71582594196034,-122.39857646575231,-180.53711370813807,30.273209159190905,-19.694852463162203,28.502251433430263,-10.20239462193276,1.3055062804917588
33,2023-05-12 19:17:54.172000000,27.991707638291526,27.755683973548887,8.999554886267148,3.1894088696377,29.53652097891123,22.848521545375547,1022.8481093398884,47.715858113264076,-122.39856427443543,-180.99426443160837,30.311206415831077,-19.70415520737279,28.536366929992244,-10.219833502555904,1.3596114873035834
34,2023-05-12 19:18:04.171000064,29.139156279343386,28.89337696001024,8.972261280035324,3.1891618193592266,29.5548776993519,22.866926248175332,1022.8664986352535,47.71589061617951,-122.39855381536677,-180.69486659244427,30.480591320591103,-19.873495080495303,28.66533449773392,-10.36171054343438,1.399754060099452
35,2023-05-12 19:18:14.171000064,30.26647424248206,30.011104250843246,8.955496087838707,3.1888642979255875,29.56654538859392,22.878541244469034,1022.8780980206718,47.715923146804094,-122.39854469595225,-180.7249659979226,30.75232157982795,-20.13218682541492,28.87338694636945,-10.58455520059176,1.4276793281313618
36,2023-05-12 19:18:24.171000064,31.524641612056474,31.25856052453774,8.95368390794826,3.188964051874687,29.569851974589685,22.88141272441794,1022.8809511186173,47.71595592871145,-122.39853704963316,-181.24241672221726,30.812199315152224,-20.148596844038064,28.92656761530286,-10.61344961046968,1.4782938764391969
37,2023-05-12 19:18:34.171000064,32.66202491415174,32.38625444128642,8.948122568307673,3.1888651123150926,29.573405166715943,22.88502823866895,1022.8845502939596,47.715988891129655,-122.3985318488232,-181.74322289097958,30.873939356809156,-20.15329740220931,28.983656744513237,-10.637094204911499,1.5550883635269481
38,2023-05-12 19:18:44.171000064,33.86986558894318,33.583798689093804,8.949873297962856,3.189113130936463,29.57495371121845,22.88599869545419,1022.8855028836246,47.716022056131514,-122.39852945549762,-182.37724683390059,31.269427292710787,-20.474487441326037,29.294076159966412,-10.937741318399052,1.6231562043547265
39,2023-05-12 19:18:59.171000064,35.57090787260778,35.270328268711964,8.946335670353147,3.189312386938779,29.579451939612465,22.890062941527617,1022.8895423789232,47.716063820597135,-122.39852792865382,-183.4652667141056,31.532974712885526,-20.616347353820963,29.51357500747335,-11.103034923917088,1.6161748873467496
40,2023-05-12 19:19:09.171000064,36.74855253052943,36.43791751553069,8.946772655333223,3.1895114499770902,29.581009445511317,22.89123374167673,1022.8906958435482,47.71610564561095,-122.39852626921778,-184.09551981783602,31.389996760512197,-20.411829851318007,29.41901886059485,-10.947749810117632,1.6161748873467496
41,2023-05-12 19:19:19.171000064,37.9060665105379,37.585541470346065,8.941300345880768,3.1895118553561086,29.584556694653845,22.894831513584677,1022.8942770305548,47.716139094681786,-122.39852590759732,-184.5984330263951,31.63274831718212,-20.605157717070327,29.609133696234704,-11.132383745482676,1.665044106402591
42,2023-05-12 19:19:29.171000064,39.03338447367656,38.70322121377583,8.931260319643394,3.189662027704918,29.593703471638992,22.9034805969668,1022.9029102879941,47.7161726265442,-122.39852750016003,-184.80861964144077,31.989320652452783,-20.93027541263454,29.87853224951646,-11.427595828521719,1.7139133254584313
43,2023-05-12 19:19:39.171000064,40.211029131598224,39.870790845792534,8.907772213921614,3.189364567548303,29.608285488188937,22.918359575818158,1022.9177738387993,47.71620604989469,-122.39853116812567,-184.73106619821976,31.912441553159443,-20.84056172932353,29.82453972400517,-11.35344688343831,1.7697638615222508
44,2023-05-12 19:19:49.171000064,41.51952319595561,41.16808261311302,8.892858414911673,3.1892154013231475,29.618997097681476,22.9289490825347,1022.9283454009957,47.71623915644364,-122.39853644049204,-184.89327442674764,31.63888043124092,-20.54228129623844,29.627074743423453,-11.102035718279776,1.7976891295541595
45,2023-05-12 19:19:59.172000000,42.596514464311305,42.23584735063434,8.888809206151642,3.1892661523226273,29.623125079704536,22.93278841108588,1022.9321693292297,47.71627204510035,-122.39854234978628,-185.36936576698398,31.524982141735418,-20.37864644658264,29.55189131518127,-10.977714640691431,1.8046704465621373
46,2023-05-12 19:20:09.171000064,43.854681833885714,43.48322899717827,8.888331319453208,3.1893658930954207,29.624530461053904,22.933976167600463,1022.9333387677643,47.7163048845803,-122.39854838390104,-186.03606962807578,31.528836014862495,-20.31943161344821,29.566834982201602,-10.948505358602604,1.8046704465621373
47,2023-05-12 19:20:19.171000064,45.022261152850774,44.64079235426133,8.88422263257477,3.1892669394342525,29.626391644680528,22.93605244192611,1022.9353983944046,47.71633771323054,-122.39855448526737,-186.64756745582835,31.4979240470633,-20.226120917855575,29.55562047224121,-10.889651866584385,1.8081611050661257
48,2023-05-12 19:20:29.172000000,46.18984047181582,45.79834915502638,8.879905804767445,3.1894660459670763,29.631724234147853,22.940874332672706,1022.9402036020589,47.71637052246346,-122.3985604379979,-187.10756560866923,31.365463124016326,-20.03896023332903,29.466592817849723,-10.74765949828497,1.7976891295541595
49,2023-05-12 19:20:39.171000064,47.34735445182428,46.94592054630473,8.876184496532744,3.189515415850642,29.6348577361282,22.94388847314292,1022.943201205313,47.716403366202854,-122.39856548907801,-187.65134441157758,31.194285736376774,-19.819121005057916,29.346575553858752,-10.576481733751512,1.7627825445142729
50,2023-05-12 19:20:49.171000064,48.55519512661572,48.14337947629473,8.86951101535525,3.1894668729906233,29.639193731905678,22.948277040415064,1022.9475728058532,47.716436224936075,-122.39857001937158,-188.0889868038692,31.172364236592404,-19.75721249921491,29.33735532878761,-10.537356139527715,1.7715091907742444
51,2023-05-12 19:20:59.172000000,49.6724477507978,49.25102274053465,8.85419583971425,3.1892686663009964,29.64875472799729,22.958018123309785,1022.9572990952386,47.7164690326923,-122.39857523331808,-188.1926096029622,31.301912367775007,-19.855045291472234,29.441167118439026,-10.63143436155304,1.7976891295541595
52,2023-05-12 19:21:09.171000064,50.77963503602328,50.348681315060446,8.847281920162471,3.189269078362654,29.654346691924243,22.963421714060928,1022.9626872521721,47.71650182397086,-122.39858103863175,-188.46486088956115,31.365347027072968,-19.888284319646687,29.494645816189003,-10.67009195397489,1.801179788058148
53,2023-05-12 19:21:19.171000064,51.90695299916195,51.46629126190862,8.840062680846476,3.1890707985557665,29.65791662344696,22.967288177157684,1022.9665380979964,47.71653467629733,-122.3985866886224,-188.81783178037378,31.40008513637159,-19.89509251754779,29.526042573647867,-10.685417938036752,1.7889624832941877
54,2023-05-12 19:21:29.172000000,53.034270962300624,52.58389509810146,8.835256387331555,3.18912015763301,29.66262006682022,22.971687665598893,1022.970921689386,47.716567615532924,-122.39859212031969,-189.05266619437495,31.501021841597428,-19.989493670461975,29.60325289999609,-10.76855583649318,1.7889624832941877
55,2023-05-12 19:21:39.171000064,54.1716542643959,53.711471347452715,8.800157548380636,3.188724874855037,29.684577488351245,22.99401464847574,1022.993235831775,47.71660061031528,-122.39859742923842,-188.3884039483177,31.518584776842804,-20.034045253480553,29.61137081449063,-10.797587916833994,1.7819811662862108
56,2023-05-12 19:21:49.171000064,55.2184495158818,54.74923514240828,8.784031077789734,3.188575654005153,29.696925254059927,23.006044847155636,1023.0052525750483,47.716633545547495,-122.39860282445335,-188.1679571309736,31.385565488766535,-19.930062951849365,29.50586518072669,-10.698487789703421,1.794198471050171
57,2023-05-12 19:21:59.171000064,56.325636801107294,55.846864192513266,8.776359771199326,3.1884767347651644,29.70253803536372,23.011571433576933,1023.0107640240133,47.71666642581284,-122.39860795657054,-188.31840087654413,31.255039661316452,-19.798047671518184,29.4076264896322,-10.586265086268481,1.7697638615222508
58,2023-05-12 19:22:09.171000064,57.412693408419585,56.924530616994005,8.774561898752822,3.1885274556139303,29.70492162931055,23.013714267462547,1023.0128913827411,47.716699386640045,-122.39861230685236,-188.61242969660066,31.29857953016483,-19.817196542673155,29.445048199523956,-10.61085374198344,1.7540558982543013
59,2023-05-12 19:22:19.171000064,58.48968467677528,57.99221304630562,8.767419546866556,3.1884774866883547,29.70968660162919,23.018499386636336,1023.0176617986565,47.71673236485278,-122.39861687281977,-188.74960787225297,31.37953904528757,-19.871900088384834,29.511042770466887,-10.666481392399332,1.7802358370342162
60,2023-05-12 19:22:29.171000064,59.60693730095735,59.09980294478148,8.76555611112549,3.188428877964275,29.710907648025437,23.019742453101344,1023.0188890157351,47.716765333183616,-122.39862161069472,-189.01720277486865,31.32299087051445,-19.798590021826758,29.471460833239767,-10.609559530402086,1.7627825445142729
61,2023-05-12 19:22:39.172000000,60.66379789139987,60.147517596183256,8.762484883789826,3.188627916263216,29.715346234227248,23.02367822582289,1023.0228098845299,47.716798319114304,-122.39862568945198,-189.10646059658373,31.170194516069127,-19.641111879459405,29.356603851307767,-10.477157843946419,1.7470745812463242
62,2023-05-12 19:22:49.171000064,61.68039712601599,61.155314242157964,8.757324557710255,3.1887276258157278,29.720042688742666,23.028119486666355,1023.0272371033458,47.71683134027545,-122.39862849500824,-189.148919829638,31.029668305325625,-19.503686904782622,29.249186221182423,-10.359798286507411,1.698205362190483
63,2023-05-12 19:22:59.171000064,62.79764975019806,62.262887004341344,8.754059516932692,3.188728000275019,29.722491459401166,23.030527207238606,1023.029629156768,47.71686447461789,-122.39862956636212,-189.04848523766555,31.054672599501075,-19.526071489355683,29.26870285907779,-10.379582034418071,1.6580627893946132
64,2023-05-12 19:23:09.171000064,63.95516373020653,63.410365970271144,8.750420394821916,3.188777363787786,29.72575058432733,23.03362398330728,1023.0327097278639,47.716897737542055,-122.39862924998296,-189.17230305895242,31.146582415514956,-19.607803358681615,29.34044684005217,-10.452166062235044,1.626646862858715
65,2023-05-12 19:23:19.172000000,65.0522856764754,64.49797052364376,8.74734966919275,3.189025399898423,29.730523209057132,23.037821377673254,1023.0368916704476,47.71693108626368,-122.3986278803311,-189.2226409295636,31.170462457996603,-19.6196781890545,29.36077356683906,-10.466265112358869,1.6039575825827894
66,2023-05-12 19:23:29.171000064,66.16953830065748,65.60552517833003,8.746493575894583,3.1891754746107135,29.732484921921856,23.039497091140333,1023.0385514142638,47.716964455915004,-122.39862579350338,-189.41041525866663,31.153132147540557,-19.58695213564804,29.350419399455696,-10.443683434410477,1.5899949485668345
67,2023-05-12 19:23:39.171000064,67.28679092483956,66.71307383363447,8.748066770385567,3.189423479141412,29.733640380675556,23.04018826787194,1023.0392262873668,47.716997792514164,-122.39862302273355,-189.644708459165,31.05012930810637,-19.468670913088406,29.274803212602762,-10.348740353951737,1.5690509975429028
68,2023-05-12 19:23:49.171000064,68.52482761650079,67.94035047163882,8.743845922299894,3.1894742770764495,29.73659383636159,23.043131556510957,1023.0421523411737,47.717031056519154,-122.39861987566287,-189.80482807964788,30.921740354903275,-19.324066872932345,29.179672491507734,-10.232337947136065,1.5707963267948966
69,2023-05-12 19:23:59.171000064,69.69240693546584,69.09777534847936,8.743338165877956,3.18947464062774,29.736865847871087,23.04343506698251,1023.0424391618212,47.71706427647473,-122.39861666070938,-190.07113158592045,30.91311101571786,-19.2929135502003,29.177087055869645,-10.213619515348164,1.5655603390389135
70,2023-05-12 19:24:09.171000064,70.8398555765177,70.23523824112351,8.744549475529649,3.1897730454062003,29.738885626399693,23.044855759124175,1023.0438431294656,47.71709751840623,-122.39861313920338,-190.26938508928197,30.97938800325316,-19.334495820796153,29.23220594745637,-10.25673517751151,1.5550883635269481
71,2023-05-12 19:24:19.171000064,71.97723887861298,71.36271714496029,8.745470450018617,3.1901204418301203,29.741166596332935,23.046522939760052,1023.0454937568496,47.71713079609643,-122.39860944694793,-190.4490424966547,31.009973820807133,-19.345177145512995,29.259152278832733,-10.27231640338346,1.5568336927789417
72,2023-05-12 19:24:29.171000064,73.13475285862144,72.51014504520727,8.74379143150558,3.190220172781626,29.742934487976466,23.048167364795177,1023.047121764276,47.717164101800726,-122.3986060271137,-190.62613968901502,31.049218783934766,-19.373938374599746,29.291014778345343,-10.3000213760653,1.5690509975429028
73,2023-05-12 19:24:39.171000064,74.18154811010736,73.54781342849043,8.738408791917035,3.190618006679401,29.751036750454144,23.05530596480719,1023.0542459298609,47.71719744972797,-122.39860342737292,-190.47485231179968,31.1433959174258,-19.47410291420122,29.36175299371055,-10.382609036550669,1.5987215948268063
74,2023-05-12 19:24:49.171000064,75.33906209011582,74.6952290684087,8.728515295778426,3.191066325694817,29.76290445486235,23.066048778640038,1023.0649733511626,47.71723086289918,-122.39860130774684,-190.14107574645726,31.25537621829752,-19.60301806039701,29.443807784585854,-10.486215985362866,1.593485607070823
75,2023-05-12 19:24:59.171000064,76.55696810386384,75.90250292182986,8.713650729225542,3.1912152128099374,29.77563548913877,23.07818992302839,1023.0770990759489,47.717264301868745,-122.39859973846829,-190.0223692724861,31.272549222472126,-19.637488523376252,29.45366789076039,-10.509699455870875,1.626646862858715
76,2023-05-12 19:25:09.171000064,77.7044167449157,77.03992796595887,8.705696845610433,3.1913654136444816,29.783498517037582,23.085515342800363,1023.0844091403566,47.717297668455146,-122.39859919281453,-189.88888817209065,31.149031192125648,-19.525638396128766,29.357713537691435,-10.41089813833877,1.645845484630653
77,2023-05-12 19:25:19.171000064,78.85186538596756,78.17734668428551,8.701920302640325,3.1914147940158206,29.7868478199414,23.08870135128143,1023.0875792631149,47.71733086925336,-122.39859965559971,-189.98919655740923,30.957490730642494,-19.346031351815654,29.20947949020185,-10.255366412239665,1.679006740418545
78,2023-05-12 19:25:29.172000000,79.97918334910625,79.29480452816516,8.699270717593775,3.191366166349602,29.78916488341057,23.090915516998507,1023.0897776841401,47.71736389633449,-122.39860057366211,-190.03800188422937,30.733897452116544,-19.178419176782484,29.028171459847496,-10.096420865579603,1.6702800941585731
79,2023-05-12 19:25:39.171000064,81.07630529537512,80.3823246032623,8.656335917160755,3.19206261170289,29.829416935122225,23.12866017285171,1023.1275127800715,47.71739684504987,-122.3985996884833,-188.3155625679859,30.55193498422891,-19.092148643150434,28.871387384955813,-9.993183764364828,1.586504290062846
80,2023-05-12 19:25:49.171000064,82.31434198703634,81.6095192116795,8.653348349448509,3.1929071505502433,29.840737833660395,23.137971776271797,1023.1368068840344,47.717429730952155,-122.3985959396965,-188.00854587392166,30.449466076459597,-19.04449859607735,28.78282791596374,-9.935733566349404,1.5219271077390553
81,2023-05-12 19:25:59.172000000,83.42152927226182,82.70700408807667,8.654172533940235,3.1928584848495825,29.840041362293537,23.137323045979542,1023.1361422771062,47.717462547219995,-122.3985906483992,-188.30281292261384,30.425628713102178,-19.014828691956527,28.765432491626978,-9.913060887394899,1.5062191444711066
82,2023-05-12 19:26:09.172000000,84.53878189644391,83.81446013053646,8.655536365911864,3.1931080023638247,29.841906599234452,23.13860152146458,1023.1374045291808,47.71749532241324,-122.3985842173673,-188.50849502377648,30.498672546564727,-19.065917114613924,28.825618862683875,-9.962566149635572,1.4625859131712484
83,2023-05-12 19:26:19.171000064,85.73655723227876,85.00172616494264,8.657508069493788,3.193853162306675,29.847895979705278,23.14302128199904,1023.1418066342081,47.71752806401984,-122.39857644126472,-188.54935689952623,30.589755868597535,-19.141128703647862,28.89856394092285,-10.030262521628783,1.4364059743913333
84,2023-05-12 19:26:29.171000064,86.90413655124381,86.15905449009202,8.657866062746736,3.19430155391648,29.851908644297612,23.146126996341422,1023.1448954883888,47.71756080090634,-122.39856802165654,-188.64701979803118,30.635387651220913,-19.178155867325557,28.93517518611773,-10.063926345579821,1.4294246573833564
85,2023-05-12 19:26:39.171000064,87.95093180272971,87.19665362855314,8.649906205750925,3.1943523618749525,29.857685386962274,23.151816257672408,1023.1505711305718,47.71759356805373,-122.3985597659653,-188.62332299198025,30.626911703940603,-19.162938320954645,28.92984082129151,-10.053458637489356,1.445132620651305
86,2023-05-12 19:26:49.171000064,89.02792307108541,88.26417801845547,8.649839750464173,3.1944521086773086,29.85875758095949,23.15268049770475,1023.1514200057823,47.7176263688707,-122.39855194569037,-188.83892446239727,30.617447486634383,-19.13988718232955,28.924942126168546,-10.0387157343265,1.452113937659282
87,2023-05-12 19:26:59.171000064,90.1250450173543,89.35165040725519,8.650809862389394,3.194700270505194,29.86043261807825,23.15386686473221,1023.1525904897055,47.71765921599043,-122.3985443890615,-189.04005262522367,30.6917498224347,-19.19497493811761,28.985448420506984,-10.090950749312459,1.45909525466726
88,2023-05-12 19:27:09.171000064,91.20203628571,90.41916355151466,8.649646736106016,3.195148697364302,29.86562286172036,23.158113381250132,1023.1568216808791,47.717692165814725,-122.39853729192458,-189.06959840372213,30.810755267630235,-19.300194640353503,29.079185546245036,-10.183496851713464,1.4765485471872033
89,2023-05-12 19:27:19.171000064,92.2689622151091,91.47669444478484,8.644590427900903,3.1953479186662133,29.87075255636034,23.162875873429925,1023.1615697765459,47.71772520326391,-122.39853055580504,-189.07304433686463,30.868661119406042,-19.353052573368956,29.124412292560372,-10.22950868408099,1.4782938764391969
90,2023-05-12 19:27:29.172000000,93.31575746659502,92.51426661205306,8.63461197285615,3.195050075026858,29.875012399480216,23.167668939900523,1023.1663497889034,47.71775828450271,-122.39852459630855,-189.08604853507964,30.819028915459377,-19.302957519836443,29.086502986063486,-10.187634040033105,1.516691119983073
91,2023-05-12 19:27:39.171000064,94.41287941286389,93.60171640888218,8.6281892999258,3.1949510584684147,29.878987124622128,23.171724664378758,1023.1703910627591,47.71779136901983,-122.39851992593601,-189.1399410709564,30.732834899567536,-19.214404144881986,29.020821254012628,-10.11430050506337,1.5446163880149817
92,2023-05-12 19:27:49.171000064,95.46974000330641,94.6492543253307,8.62406504528104,3.194801597025303,29.880631623482476,23.173623136989363,1023.172275302964,47.717824428709584,-122.39851644113028,-189.29111226269342,30.69568381802074,-19.172870236703265,28.993055134928493,-10.08105941847863,1.5777776438028746
93,2023-05-12 19:27:59.172000000,96.60712330540167,95.77659866245368,8.617512297051828,3.194753000467179,29.88531518748375,23.17825254419813,1023.1768897282125,47.71785747465923,-122.39851420632598,-189.29501778378955,30.698903690648617,-19.183084775345367,28.994298533942338,-10.087286073684462,1.6091935703387716
94,2023-05-12 19:28:09.171000064,97.65391855688758,96.81414902326156,8.604156762362965,3.1951021278856633,29.89929685726306,23.191141695813712,1023.1897662441035,47.71789048977207,-122.39851318690474,-188.85440502704185,30.708285090938123,-19.2123352490074,28.998003932371688,-10.105173979921807,1.6406094968746698
95,2023-05-12 19:28:19.171000064,98.75104050315647,97.90157596599917,8.5986567450217,3.1953013682381055,29.905809462014112,23.19704965918629,1023.195659547981,47.71792342870712,-122.39851392235128,-188.77264115198852,30.777051862058183,-19.29134856185912,29.04894647437348,-10.167872444558082,1.6999506914424776
96,2023-05-12 19:28:29.172000000,99.84816244942536,98.98899712941656,8.594798622128373,3.195401168828091,29.909973857219853,23.20088215699093,1023.1994771528194,47.717956282896175,-122.39851634558308,-188.82301236809948,30.82961790052393,-19.342243093304024,29.089502180764498,-10.211082350446654,1.7278759594743862
97,2023-05-12 19:28:39.171000064,100.80436965030192,99.93674480616015,8.592594125978664,3.1956997662713063,29.914767406213887,23.204966655595967,1023.2035483736223,47.71798902024002,-122.39851956323118,-188.83726336302752,30.67901777319524,-19.195825049844384,28.97327454385345,-10.087194542315677,1.741838593490341
98,2023-05-12 19:28:49.171000064,101.82096888491805,100.94434541649474,8.591989684125796,3.1958989453832887,29.91708263515057,23.20688088873453,1023.2054482366374,47.71802166394201,-122.39852248706053,-188.98127940893994,30.48103562870127,-18.995340027308696,28.82119240446359,-9.92131046702232,1.7139133254584313
99,2023-05-12 19:28:59.172000000,102.94828684805671,102.06167890553674,8.591764425173613,3.196049139450767,29.918474356417267,23.208018964463918,1023.2065703306915,47.71805432872127,-122.39852469947199,-189.195260052265,30.513970214763017,-19.007164181119155,28.850283247725656,-9.93798444320803,1.7051866791984598
100,2023-05-12 19:29:09.172000000,104.01521277745582,103.11914962384837,8.588874110136324,3.1959990774265994,29.919698509112866,23.209409323964337,1023.2079461731967,47.71808708656852,-122.39852638703354,-189.38920433559363,30.606543612381834,-19.07817341125347,28.925433168738582,-10.003990598629581,1.6859880574265227
101,2023-05-12 19:29:19.172000000,104.91102794459279,104.00702176132505,8.58600606595114,3.196098814644533,29.923030268154456,23.21244410617203,1023.2109687656799,47.718119913691204,-122.3985273756279,-189.44569881545624,30.55417874847068,-19.0210876611823,28.885880455569488,-9.958099683174805,1.6685347649065794
102,2023-05-12 19:29:29.171000064,106.15912997521062,105.24405067633273,8.580925476906602,3.196398955243394,29.929833138722007,23.21852046313859,1023.2170282975742,47.718152754606905,-122.39852735300448,-189.41594777430535,30.475361802617527,-18.9423886304151,28.82498257160659,-9.89282855138083,1.633628179866693
103,2023-05-12 19:29:39.172000000,107.12540251504376,106.20174534591852,8.579451287508823,3.1966471647759067,29.9331071490419,23.22131002825722,1023.2198043716381,47.718185613312315,-122.39852605229561,-189.50312837131804,30.43887622584981,-18.897656056833966,28.798178467265036,-9.858504088357279,1.6022122533307948
104,2023-05-12 19:29:49.172000000,108.24265513922583,107.30907422068539,8.580107747401115,3.1966474992136376,29.932465600565134,23.220728924201467,1023.2192073313408,47.71821848414656,-122.39852371091973,-189.79450983111263,30.42890660237914,-18.875551350180213,28.79254624206297,-9.844167710628383,1.5795229730548683
105,2023-05-12 19:29:59.171000064,109.22905835697217,108.28671094982298,8.578292037797867,3.197146434283396,29.93910016154233,23.22619920027023,1023.2246637467761,47.7182513576405,-122.3985205309878,-189.73386073670727,30.437026378971222,-18.880625741927958,28.799357172648737,-9.849345218662801,1.5585790220309366
106,2023-05-12 19:30:09.171000064,110.32618030324106,109.37407692794167,8.57331760581148,3.197595040340161,29.946939838720866,23.233069801067813,1023.2315196179181,47.71828423616827,-122.39851620916805,-189.6231053185845,30.488897250402072,-18.931934042407686,28.83959044965984,-9.89196028305128,1.5201817784870615
107,2023-05-12 19:30:19.171000064,111.3125835209874,110.3517037926412,8.571008670556164,3.197794270989077,29.950397473818178,23.236123680150627,1023.2345599223913,47.718317095213884,-122.39851037521605,-189.6943720392977,30.525542691400588,-18.962382071914522,28.868986379126067,-9.919192610608661,1.4800392056911917
