# * Sea-Bird SBE 9 Data File:
# * FileName = C:\Data\RC0094ctd\2023051001001.hex
# * Software Version Seasave V 7.26.7.107
# * Temperature SN = 5302
# * Conductivity SN = 2881
# * Number of Bytes Per Scan = 31
# * Number of Voltage Words = 4
# * Number of Scans Averaged by the Deck Unit = 1
# * System UpLoad Time = May 10 2023 08:49:17
# * NMEA Latitude = 47 42.87 N
# * NMEA Longitude = 122 24.52 W
# * NMEA UTC (Time) = May 10 2023  15:49:15
# * Store Lat/Lon Data = Append to Every Scan
# * SBE 11plus V 5.2
# * number of scans to average = 1
# * pressure baud rate = 9600
# * NMEA baud rate = 4800
# * GPIB address = 1
# * advance primary conductivity  0.073 seconds
# * advance secondary conductivity  0.073 seconds
# * delete word 3 from scan
# * delete word 4 from scan
# * autorun on power up is disabled
# * S>
# ** Ship: R/V Rachel Carson
# ** Cruise ID: RC0094
# ** Tech: Tuttle
# ** Chief Scientist: Greengrove
# ** Station: 010
# ** Cast:  01
# * System UTC = May 10 2023 15:49:17
# nquan = 19
# nvalues = 16508                                 
# units = specified
# name 0 = altM: Altimeter [m]
# name 1 = CStarTr0: Beam Transmission, WET Labs C-Star [%]
# name 2 = c0mS/cm: Conductivity [mS/cm]
# name 3 = density00: Density [density, kg/m^3]
# name 4 = depSM: Depth [salt water, m]
# name 5 = latitude: Latitude [deg]
# name 6 = longitude: Longitude [deg]
# name 7 = flECO-AFL: Fluorescence, WET Labs ECO-AFL/FL [mg/m^3]
# name 8 = modError: Modulo Error Count
# name 9 = sbeox0Mg/L: Oxygen, SBE 43 [mg/l]
# name 10 = sbeox0ML/L: Oxygen, SBE 43 [ml/l]
# name 11 = ph: pH
# name 12 = potemp090C: Potential Temperature [ITS-90, deg C]
# name 13 = prDM: Pressure, Digiquartz [db]
# name 14 = sal00: Salinity, Practical [PSU]
# name 15 = t090C: Temperature [ITS-90, deg C]
# name 16 = scan: Scan Count
# name 17 = nbf: Bottles Fired
# name 18 = flag:  0.000e+00
# span 0 =      11.58,     100.00                 
# span 1 =    66.9285,    89.2629                 
# span 2 =  31.610991,  32.130771                 
# span 3 =  1021.7234,  1024.1191                 
# span 4 =      1.731,    174.281                 
# span 5 =   47.71266,   47.71454                 
# span 6 = -122.40870, -122.40794                 
# span 7 =     0.1167,    15.7357                 
# span 8 =          0,          0                 
# span 9 =     6.9608,    10.9039                 
# span 10 =     4.8707,     7.6299                
# span 11 =      8.783,      9.282                
# span 12 =     8.3620,    10.2416                
# span 13 =      1.746,    175.827                
# span 14 =    28.3309,    30.0236                
# span 15 =     8.3789,    10.2418                
# span 16 =          1,      16508                
# span 17 =          0,          0                
# span 18 = 0.0000e+00, 0.0000e+00                
# interval = seconds: 0.0416667
# start_time = May 10 2023 15:49:15 [NMEA time, header]
# bad_flag = -9.990e-29
# <Sensors count="11" >
#   <sensor Channel="1" >
#     <!-- Frequency 0, Temperature -->
#     <TemperatureSensor SensorID="55" >
#       <SerialNumber>5302</SerialNumber>
#       <CalibrationDate>15-Jul-22</CalibrationDate>
#       <UseG_J>1</UseG_J>
#       <A>0.00000000e+000</A>
#       <B>0.00000000e+000</B>
#       <C>0.00000000e+000</C>
#       <D>0.00000000e+000</D>
#       <F0_Old>0.000</F0_Old>
#       <G>4.40034925e-003</G>
#       <H>6.38991255e-004</H>
#       <I>2.16893341e-005</I>
#       <J>1.86682585e-006</J>
#       <F0>1000.000</F0>
#       <Slope>1.00000000</Slope>
#       <Offset>0.0000</Offset>
#     </TemperatureSensor>
#   </sensor>
#   <sensor Channel="2" >
#     <!-- Frequency 1, Conductivity -->
#     <ConductivitySensor SensorID="3" >
#       <SerialNumber>2881</SerialNumber>
#       <CalibrationDate>19-Jul-22</CalibrationDate>
#       <UseG_J>1</UseG_J>
#       <!-- Cell const and series R are applicable only for wide range sensors. -->
#       <SeriesR>0.0000</SeriesR>
#       <CellConst>2000.0000</CellConst>
#       <ConductivityType>0</ConductivityType>
#       <Coefficients equation="0" >
#         <A>0.00000000e+000</A>
#         <B>0.00000000e+000</B>
#         <C>0.00000000e+000</C>
#         <D>0.00000000e+000</D>
#         <M>0.0</M>
#         <CPcor>-9.57000000e-008</CPcor>
#       </Coefficients>
#       <Coefficients equation="1" >
#         <G>-1.01170025e+001</G>
#         <H>1.39105726e+000</H>
#         <I>5.97444579e-004</I>
#         <J>3.47633214e-005</J>
#         <CPcor>-9.57000000e-008</CPcor>
#         <CTcor>3.2500e-006</CTcor>
#         <!-- WBOTC not applicable unless ConductivityType = 1. -->
#         <WBOTC>0.00000000e+000</WBOTC>
#       </Coefficients>
#       <Slope>1.00000000</Slope>
#       <Offset>0.00000</Offset>
#     </ConductivitySensor>
#   </sensor>
#   <sensor Channel="3" >
#     <!-- Frequency 2, Pressure, Digiquartz with TC -->
#     <PressureSensor SensorID="45" >
#       <SerialNumber>0366</SerialNumber>
#       <CalibrationDate>17-Jun-21</CalibrationDate>
#       <C1>-4.977325e+004</C1>
#       <C2>1.336700e-001</C2>
#       <C3>1.603380e-002</C3>
#       <D1>3.655500e-002</D1>
#       <D2>0.000000e+000</D2>
#       <T1>3.012387e+001</T1>
#       <T2>-2.791900e-004</T2>
#       <T3>4.240330e-006</T3>
#       <T4>3.023140e-009</T4>
#       <Slope>0.99995408</Slope>
#       <Offset>1.91466</Offset>
#       <T5>0.000000e+000</T5>
#       <AD590M>1.138000e-002</AD590M>
#       <AD590B>-8.234680e+000</AD590B>
#     </PressureSensor>
#   </sensor>
#   <sensor Channel="4" >
#     <!-- A/D voltage 0, Oxygen, SBE 43 -->
#     <OxygenSensor SensorID="38" >
#       <SerialNumber>0023</SerialNumber>
#       <CalibrationDate>02-Jun-18</CalibrationDate>
#       <Use2007Equation>1</Use2007Equation>
#       <CalibrationCoefficients equation="0" >
#         <!-- Coefficients for Owens-Millard equation. -->
#         <Boc>0.0000</Boc>
#         <Soc>0.0000e+000</Soc>
#         <offset>0.0000</offset>
#         <Pcor>0.00e+000</Pcor>
#         <Tcor>0.0000</Tcor>
#         <Tau>0.0</Tau>
#       </CalibrationCoefficients>
#       <CalibrationCoefficients equation="1" >
#         <!-- Coefficients for Sea-Bird equation - SBE calibration in 2007 and later. -->
#         <Soc>4.1984e-001</Soc>
#         <offset>-0.4963</offset>
#         <A>-4.6430e-003</A>
#         <B> 1.9408e-004</B>
#         <C>-2.5651e-006</C>
#         <D0> 2.5826e+000</D0>
#         <D1> 1.92634e-004</D1>
#         <D2>-4.64803e-002</D2>
#         <E> 3.6000e-002</E>
#         <Tau20> 1.1600</Tau20>
#         <H1>-3.3000e-002</H1>
#         <H2> 5.0000e+003</H2>
#         <H3> 1.4500e+003</H3>
#       </CalibrationCoefficients>
#     </OxygenSensor>
#   </sensor>
#   <sensor Channel="5" >
#     <!-- A/D voltage 1, pH -->
#     <pH_Sensor SensorID="43" >
#       <SerialNumber>0911</SerialNumber>
#       <CalibrationDate>30-Aug-22</CalibrationDate>
#       <Slope>4.6546</Slope>
#       <Offset>2.5303</Offset>
#     </pH_Sensor>
#   </sensor>
#   <sensor Channel="6" >
#     <!-- A/D voltage 2, Fluorometer, WET Labs ECO-AFL/FL -->
#     <FluoroWetlabECO_AFL_FL_Sensor SensorID="20" >
#       <SerialNumber>FLRTD-1714</SerialNumber>
#       <CalibrationDate>2019-03-21</CalibrationDate>
#       <ScaleFactor>2.40000000e+001</ScaleFactor>
#       <!-- Dark output -->
#       <Vblank>0.0220</Vblank>
#     </FluoroWetlabECO_AFL_FL_Sensor>
#   </sensor>
#   <sensor Channel="7" >
#     <!-- A/D voltage 3, Transmissometer, WET Labs C-Star -->
#     <WET_LabsCStar SensorID="71" >
#       <SerialNumber>CST-2148</SerialNumber>
#       <CalibrationDate>2021 -09- 13</CalibrationDate>
#       <M>21.0010</M>
#       <B>-0.1260</B>
#       <PathLength>0.250</PathLength>
#     </WET_LabsCStar>
#   </sensor>
#   <sensor Channel="8" >
#     <!-- A/D voltage 4, Altimeter -->
