7/28/2023 11:47,1,28af1394,21.375
7/28/2023 11:48,1,28af1394,21.375
7/28/2023 11:49,1,28af1394,21.375
7/28/2023 11:50,1,28af1394,21.375
7/28/2023 11:51,1,28af1394,21.5
7/28/2023 11:52,1,28af1394,21.4375
7/28/2023 11:53,1,28af1394,21.6875
7/28/2023 11:54,1,28af1394,21.4375
7/28/2023 11:55,1,28af1394,21.5625
7/28/2023 11:56,1,28af1394,21.5
7/28/2023 11:57,1,28af1394,21.625
7/28/2023 11:58,1,28af1394,21.5625
7/28/2023 11:59,1,28af1394,21.5625
7/28/2023 12:00,1,28af1394,21.5
7/28/2023 12:02,1,28af1394,21.5625
7/28/2023 12:03,1,28af1394,21.5625
7/28/2023 12:04,1,28af1394,21.4375
7/28/2023 12:05,1,28af1394,21.4375
7/28/2023 12:06,1,28af1394,21.6875
7/28/2023 12:07,1,28af1394,21.5625
7/28/2023 12:08,1,28af1394,21.5
7/28/2023 12:09,1,28af1394,21.5
7/28/2023 12:10,1,28af1394,21.4375
7/28/2023 12:11,1,28af1394,21.5625
7/28/2023 12:12,1,28af1394,21.6875
7/28/2023 12:13,1,28af1394,21.5
7/28/2023 12:14,1,28af1394,21.5
7/28/2023 12:15,1,28af1394,21.5
7/28/2023 12:16,1,28af1394,21.625
7/28/2023 12:17,1,28af1394,21.5
7/28/2023 12:18,1,28af1394,21.6875
7/28/2023 12:19,1,28af1394,21.5625
7/28/2023 12:20,1,28af1394,22.6875
7/28/2023 12:21,1,28af1394,21.5625
7/28/2023 12:22,1,28af1394,21.6875
7/28/2023 12:23,1,28af1394,21.5625
7/28/2023 12:24,1,28af1394,21.625
7/28/2023 12:25,1,28af1394,21.5
7/28/2023 12:26,1,28af1394,21.5625
7/28/2023 12:27,1,28af1394,21.75
7/28/2023 12:28,1,28af1394,21.5625
7/28/2023 12:29,1,28af1394,21.625
7/28/2023 12:30,1,28af1394,24.5
7/28/2023 12:31,1,28af1394,21.625
7/28/2023 12:32,1,28af1394,21.8125
7/28/2023 12:34,1,28af1394,21.75
7/28/2023 12:35,1,28af1394,21.8125
7/28/2023 12:36,1,28af1394,21.8125
7/28/2023 12:37,1,28af1394,23
7/28/2023 12:38,1,28af1394,21.75
7/28/2023 12:39,1,28af1394,21.75
7/28/2023 12:40,1,28af1394,21.8125
7/28/2023 12:41,1,28af1394,21.8125
7/28/2023 12:42,1,28af1394,21.75
7/28/2023 12:43,1,28af1394,21.8125
7/28/2023 12:44,1,28af1394,21.625
7/28/2023 12:45,1,28af1394,21.8125
7/28/2023 12:46,1,28af1394,21.625
7/28/2023 12:47,1,28af1394,21.875
7/28/2023 12:48,1,28af1394,22.0625
7/28/2023 12:49,1,28af1394,21.875
7/28/2023 12:50,1,28af1394,21.8125
7/28/2023 12:51,1,28af1394,21.625
7/28/2023 12:52,1,28af1394,21.8125
7/28/2023 12:53,1,28af1394,21.6875
7/28/2023 12:54,1,28af1394,21.625
7/28/2023 12:56,1,28af1394,21.6875
7/28/2023 12:57,1,28af1394,21.625
7/28/2023 12:58,1,28af1394,21.625
7/28/2023 12:59,1,28af1394,21.6875
7/28/2023 13:00,1,28af1394,21.5625
7/28/2023 13:01,1,28af1394,21.5
7/28/2023 13:02,1,28af1394,21.625
7/28/2023 13:03,1,28af1394,21.625
7/28/2023 13:04,1,28af1394,21.5625
7/28/2023 13:05,1,28af1394,21.625
7/28/2023 13:06,1,28af1394,21.625
7/28/2023 13:07,1,28af1394,21.625
7/28/2023 13:08,1,28af1394,21.625
7/28/2023 13:09,1,28af1394,21.625
7/28/2023 13:10,1,28af1394,21.625
7/28/2023 13:11,1,28af1394,21.6875
7/28/2023 13:12,1,28af1394,21.625
7/28/2023 13:14,1,28af1394,21.6875
7/28/2023 13:15,1,28af1394,21.625
7/28/2023 13:16,1,28af1394,21.6875
7/28/2023 13:17,1,28af1394,21.625
7/28/2023 13:18,1,28af1394,21.625
7/28/2023 13:19,1,28af1394,21.625
7/28/2023 13:20,1,28af1394,21.625
7/28/2023 13:21,1,28af1394,21.5625
7/28/2023 13:22,1,28af1394,21.625
7/28/2023 13:23,1,28af1394,21.625
7/28/2023 13:24,1,28af1394,21.625
7/28/2023 13:25,1,28af1394,21.6875
7/28/2023 13:26,1,28af1394,21.75
7/28/2023 13:27,1,28af1394,21.75
7/28/2023 13:28,1,28af1394,21.75
7/28/2023 13:30,1,28af1394,21.75
7/28/2023 13:31,1,28af1394,21.8125
7/28/2023 13:32,1,28af1394,21.75
7/28/2023 13:33,1,28af1394,21.8125
7/28/2023 13:34,1,28af1394,21.75
7/28/2023 13:35,1,28af1394,21.75
7/28/2023 13:36,1,28af1394,21.8125
7/28/2023 13:37,1,28af1394,21.8125
7/28/2023 13:38,1,28af1394,21.875
7/28/2023 13:39,1,28af1394,21.875
7/28/2023 13:40,1,28af1394,21.9375
7/28/2023 13:41,1,28af1394,21.875
7/28/2023 13:42,1,28af1394,21.875
